"subject" "activity" "measurement" "mean"
"2430" "STANDING" 30 "tbodyaccjerk-mean-y" 0.0120860416340678
"2431" "WALKING" 1 "tbodyaccjerk-mean-y" 0.0282721095884211
"2432" "WALKING" 2 "tbodyaccjerk-mean-y" 0.0182492679288136
"2433" "WALKING" 3 "tbodyaccjerk-mean-y" 0.0100591485
"2434" "WALKING" 4 "tbodyaccjerk-mean-y" 0.00295602428666667
"2435" "WALKING" 5 "tbodyaccjerk-mean-y" -0.0163194101232143
"2436" "WALKING" 6 "tbodyaccjerk-mean-y" -0.0164831715964912
"2437" "WALKING" 7 "tbodyaccjerk-mean-y" 0.0184322723280702
"2438" "WALKING" 8 "tbodyaccjerk-mean-y" -0.00603947514583333
"2439" "WALKING" 9 "tbodyaccjerk-mean-y" 0.0212255910017308
"2440" "WALKING" 10 "tbodyaccjerk-mean-y" 0.00408248792641509
"2441" "WALKING" 11 "tbodyaccjerk-mean-y" 0.0127682476559322
"2442" "WALKING" 12 "tbodyaccjerk-mean-y" 0.0197766948336
"2443" "WALKING" 13 "tbodyaccjerk-mean-y" 0.00308364501403509
"2444" "WALKING" 14 "tbodyaccjerk-mean-y" 0.024116023559322
"2445" "WALKING" 15 "tbodyaccjerk-mean-y" 0.00890588563518519
"2446" "WALKING" 16 "tbodyaccjerk-mean-y" 0.00968444678235294
"2447" "WALKING" 17 "tbodyaccjerk-mean-y" 0.0130098548360656
"2448" "WALKING" 18 "tbodyaccjerk-mean-y" 0.0282745481892857
"2449" "WALKING" 19 "tbodyaccjerk-mean-y" 0.0144113482019523
"2450" "WALKING" 20 "tbodyaccjerk-mean-y" -0.0210619558882353
"2451" "WALKING" 21 "tbodyaccjerk-mean-y" 0.00235197553846154
"2452" "WALKING" 22 "tbodyaccjerk-mean-y" 0.0356746339782609
"2453" "WALKING" 23 "tbodyaccjerk-mean-y" 0.0148955926864407
"2454" "WALKING" 24 "tbodyaccjerk-mean-y" 0.0121254591034483
"2455" "WALKING" 25 "tbodyaccjerk-mean-y" 0.00351115201418919
"2456" "WALKING" 26 "tbodyaccjerk-mean-y" 0.0196712144372881
"2457" "WALKING" 27 "tbodyaccjerk-mean-y" 0.00161230290877193
"2458" "WALKING" 28 "tbodyaccjerk-mean-y" 0.0226486602722222
"2459" "WALKING" 29 "tbodyaccjerk-mean-y" 0.0223870454150943
"2460" "WALKING" 30 "tbodyaccjerk-mean-y" 0.0219656545
"2461" "WALKING_DOWNSTAIRS" 1 "tbodyaccjerk-mean-y" 0.0296504490408163
"2462" "WALKING_DOWNSTAIRS" 2 "tbodyaccjerk-mean-y" -0.00327959081489362
"2463" "WALKING_DOWNSTAIRS" 3 "tbodyaccjerk-mean-y" 0.0109707769183673
"2464" "WALKING_DOWNSTAIRS" 4 "tbodyaccjerk-mean-y" 0.00563780215111111
"2465" "WALKING_DOWNSTAIRS" 5 "tbodyaccjerk-mean-y" 0.0137618233808511
"2466" "WALKING_DOWNSTAIRS" 6 "tbodyaccjerk-mean-y" 0.00987685807166667
"2467" "WALKING_DOWNSTAIRS" 7 "tbodyaccjerk-mean-y" -0.0191061075170213
"2468" "WALKING_DOWNSTAIRS" 8 "tbodyaccjerk-mean-y" -0.0380193846210526
"2469" "WALKING_DOWNSTAIRS" 9 "tbodyaccjerk-mean-y" -0.0206865965952381
"2470" "WALKING_DOWNSTAIRS" 10 "tbodyaccjerk-mean-y" 0.0107824902368421
"2471" "WALKING_DOWNSTAIRS" 11 "tbodyaccjerk-mean-y" 0.0252274201521739
"2472" "WALKING_DOWNSTAIRS" 12 "tbodyaccjerk-mean-y" -0.0119289154608696
"2473" "WALKING_DOWNSTAIRS" 13 "tbodyaccjerk-mean-y" -0.00751868156382979
"2474" "WALKING_DOWNSTAIRS" 14 "tbodyaccjerk-mean-y" 0.0291339421022222
"2475" "WALKING_DOWNSTAIRS" 15 "tbodyaccjerk-mean-y" 0.01511589985
"2476" "WALKING_DOWNSTAIRS" 16 "tbodyaccjerk-mean-y" -0.0148114530276596
"2477" "WALKING_DOWNSTAIRS" 17 "tbodyaccjerk-mean-y" -0.0113826178208696
"2478" "WALKING_DOWNSTAIRS" 18 "tbodyaccjerk-mean-y" -0.000757069449090909
"2479" "WALKING_DOWNSTAIRS" 19 "tbodyaccjerk-mean-y" -0.0386872111282051
"2480" "WALKING_DOWNSTAIRS" 20 "tbodyaccjerk-mean-y" 0.00436449644888889
"2481" "WALKING_DOWNSTAIRS" 21 "tbodyaccjerk-mean-y" -0.0213998492444444
"2482" "WALKING_DOWNSTAIRS" 22 "tbodyaccjerk-mean-y" 0.0211126110833333
"2483" "WALKING_DOWNSTAIRS" 23 "tbodyaccjerk-mean-y" 0.0375005150740741
"2484" "WALKING_DOWNSTAIRS" 24 "tbodyaccjerk-mean-y" -0.00447316273690909
"2485" "WALKING_DOWNSTAIRS" 25 "tbodyaccjerk-mean-y" -0.0195416626931035
"2486" "WALKING_DOWNSTAIRS" 26 "tbodyaccjerk-mean-y" -0.007131601642
"2487" "WALKING_DOWNSTAIRS" 27 "tbodyaccjerk-mean-y" 0.0159869469363636
"2488" "WALKING_DOWNSTAIRS" 28 "tbodyaccjerk-mean-y" 0.0143450903413043
"2489" "WALKING_DOWNSTAIRS" 29 "tbodyaccjerk-mean-y" 0.000621016968750005
"2490" "WALKING_DOWNSTAIRS" 30 "tbodyaccjerk-mean-y" -0.00756110754193549
"2491" "WALKING_UPSTAIRS" 1 "tbodyaccjerk-mean-y" 0.0194863076188679
"2492" "WALKING_UPSTAIRS" 2 "tbodyaccjerk-mean-y" -0.00970985514333333
"2493" "WALKING_UPSTAIRS" 3 "tbodyaccjerk-mean-y" 0.0397249270484746
"2494" "WALKING_UPSTAIRS" 4 "tbodyaccjerk-mean-y" 0.0234018993153846
"2495" "WALKING_UPSTAIRS" 5 "tbodyaccjerk-mean-y" 0.0140130363106383
"2496" "WALKING_UPSTAIRS" 6 "tbodyaccjerk-mean-y" 0.00371343419607843
"2497" "WALKING_UPSTAIRS" 7 "tbodyaccjerk-mean-y" -0.000812387078431372
"2498" "WALKING_UPSTAIRS" 8 "tbodyaccjerk-mean-y" 0.014120592097561
"2499" "WALKING_UPSTAIRS" 9 "tbodyaccjerk-mean-y" 0.00126612218367347
"2500" "WALKING_UPSTAIRS" 10 "tbodyaccjerk-mean-y" 0.0266314282191489
"2501" "WALKING_UPSTAIRS" 11 "tbodyaccjerk-mean-y" -0.0132625289255556
"2502" "WALKING_UPSTAIRS" 12 "tbodyaccjerk-mean-y" -0.00689494886730769
"2503" "WALKING_UPSTAIRS" 13 "tbodyaccjerk-mean-y" -0.00128009758363636
"2504" "WALKING_UPSTAIRS" 14 "tbodyaccjerk-mean-y" -0.0183131159944444
"2505" "WALKING_UPSTAIRS" 15 "tbodyaccjerk-mean-y" -0.00417361847916667
"2506" "WALKING_UPSTAIRS" 16 "tbodyaccjerk-mean-y" 0.0173729333352941
"2507" "WALKING_UPSTAIRS" 17 "tbodyaccjerk-mean-y" 0.03083565139375
"2508" "WALKING_UPSTAIRS" 18 "tbodyaccjerk-mean-y" 0.0211654691775862
"2509" "WALKING_UPSTAIRS" 19 "tbodyaccjerk-mean-y" 0.056818586275
"2510" "WALKING_UPSTAIRS" 20 "tbodyaccjerk-mean-y" 0.00659982629803922
"2511" "WALKING_UPSTAIRS" 21 "tbodyaccjerk-mean-y" -0.0156290073042553
"2512" "WALKING_UPSTAIRS" 22 "tbodyaccjerk-mean-y" 0.0367082966285714
"2513" "WALKING_UPSTAIRS" 23 "tbodyaccjerk-mean-y" 0.039986286827451
"2514" "WALKING_UPSTAIRS" 24 "tbodyaccjerk-mean-y" -0.0150816047830508
"2515" "WALKING_UPSTAIRS" 25 "tbodyaccjerk-mean-y" 0.00925514041553846
"2516" "WALKING_UPSTAIRS" 26 "tbodyaccjerk-mean-y" 0.00209171684890909
"2517" "WALKING_UPSTAIRS" 27 "tbodyaccjerk-mean-y" -0.0140229374470588
"2518" "WALKING_UPSTAIRS" 28 "tbodyaccjerk-mean-y" 0.0222985408245098
"2519" "WALKING_UPSTAIRS" 29 "tbodyaccjerk-mean-y" -0.000689019191836735
"2520" "WALKING_UPSTAIRS" 30 "tbodyaccjerk-mean-y" -0.00358719228769231
"2521" "LAYING" 1 "tbodyaccjerk-mean-z" 0.010834236361
"2522" "LAYING" 2 "tbodyaccjerk-mean-z" -0.00180264895625
"2523" "LAYING" 3 "tbodyaccjerk-mean-z" -0.00435625874355645
"2524" "LAYING" 4 "tbodyaccjerk-mean-z" -0.00641054328740741
"2525" "LAYING" 5 "tbodyaccjerk-mean-z" -0.00304067159653846
"2526" "LAYING" 6 "tbodyaccjerk-mean-z" 0.00328817288070175
"2527" "LAYING" 7 "tbodyaccjerk-mean-z" -0.0131653918205769
"2528" "LAYING" 8 "tbodyaccjerk-mean-z" -0.0169218791344444
"2529" "LAYING" 9 "tbodyaccjerk-mean-z" -0.0070536778584
"2530" "LAYING" 10 "tbodyaccjerk-mean-z" 0.00716689586275862
"2531" "LAYING" 11 "tbodyaccjerk-mean-z" 0.00277690502070175
"2532" "LAYING" 12 "tbodyaccjerk-mean-z" -0.0043714837772
"2533" "LAYING" 13 "tbodyaccjerk-mean-z" -0.00988389709596774
"2534" "LAYING" 14 "tbodyaccjerk-mean-z" -0.0323601505045098
"2535" "LAYING" 15 "tbodyaccjerk-mean-z" -0.00443927981861111
"2536" "LAYING" 16 "tbodyaccjerk-mean-z" -0.00154105089764286
"2537" "LAYING" 17 "tbodyaccjerk-mean-z" -0.000143542544507042
"2538" "LAYING" 18 "tbodyaccjerk-mean-z" -0.00121344813430769
"2539" "LAYING" 19 "tbodyaccjerk-mean-z" -0.000988690855325301
"2540" "LAYING" 20 "tbodyaccjerk-mean-z" -0.00309891846569118
"2541" "LAYING" 21 "tbodyaccjerk-mean-z" -0.0139053438591111
"2542" "LAYING" 22 "tbodyaccjerk-mean-z" -0.00467438744166667
"2543" "LAYING" 23 "tbodyaccjerk-mean-z" -0.00628235060277778
"2544" "LAYING" 24 "tbodyaccjerk-mean-z" -0.00589225849902778
"2545" "LAYING" 25 "tbodyaccjerk-mean-z" -0.0307179435315068
"2546" "LAYING" 26 "tbodyaccjerk-mean-z" -0.00614755098663158
"2547" "LAYING" 27 "tbodyaccjerk-mean-z" -0.000685549292837838
"2548" "LAYING" 28 "tbodyaccjerk-mean-z" 0.006009719386425
"2549" "LAYING" 29 "tbodyaccjerk-mean-z" 0.00241542784130435
"2550" "LAYING" 30 "tbodyaccjerk-mean-z" -0.000374189681428571
"2551" "SITTING" 1 "tbodyaccjerk-mean-z" -0.00336779235021277
"2552" "SITTING" 2 "tbodyaccjerk-mean-z" 0.00760546929869565
"2553" "SITTING" 3 "tbodyaccjerk-mean-z" -0.00423348373557692
"2554" "SITTING" 4 "tbodyaccjerk-mean-z" -0.0121499951596
"2555" "SITTING" 5 "tbodyaccjerk-mean-z" 0.00338609594827273
"2556" "SITTING" 6 "tbodyaccjerk-mean-z" 0.00623727782090909
"2557" "SITTING" 7 "tbodyaccjerk-mean-z" 0.0162004141964583
"2558" "SITTING" 8 "tbodyaccjerk-mean-z" -0.0106808920069565
"2559" "SITTING" 9 "tbodyaccjerk-mean-z" -0.008674672651
"2560" "SITTING" 10 "tbodyaccjerk-mean-z" -0.00499566427666667
"2561" "SITTING" 11 "tbodyaccjerk-mean-z" 0.00833400761716981
"2562" "SITTING" 12 "tbodyaccjerk-mean-z" -0.0020457599227451
"2563" "SITTING" 13 "tbodyaccjerk-mean-z" -0.0232397245106122
"2564" "SITTING" 14 "tbodyaccjerk-mean-z" -0.0105744513096296
"2565" "SITTING" 15 "tbodyaccjerk-mean-z" -0.00237207545345763
"2566" "SITTING" 16 "tbodyaccjerk-mean-z" -0.0115030575052174
"2567" "SITTING" 17 "tbodyaccjerk-mean-z" -0.0015544841534375
"2568" "SITTING" 18 "tbodyaccjerk-mean-z" 0.00278757042058246
"2569" "SITTING" 19 "tbodyaccjerk-mean-z" 0.00173106800213699
"2570" "SITTING" 20 "tbodyaccjerk-mean-z" 0.00160134859924242
"2571" "SITTING" 21 "tbodyaccjerk-mean-z" -0.000175352166235294
"2572" "SITTING" 22 "tbodyaccjerk-mean-z" -0.0126852481958065
"2573" "SITTING" 23 "tbodyaccjerk-mean-z" -0.00148823351367647
"2574" "SITTING" 24 "tbodyaccjerk-mean-z" -0.00113300171426471
"2575" "SITTING" 25 "tbodyaccjerk-mean-z" 0.00210760835861538
"2576" "SITTING" 26 "tbodyaccjerk-mean-z" -0.00780237981320513
"2577" "SITTING" 27 "tbodyaccjerk-mean-z" -0.00611285425957143
"2578" "SITTING" 28 "tbodyaccjerk-mean-z" 0.000257854017638888
"2579" "SITTING" 29 "tbodyaccjerk-mean-z" 0.003167700952
"2580" "SITTING" 30 "tbodyaccjerk-mean-z" -0.00278161828080645
"2581" "STANDING" 1 "tbodyaccjerk-mean-z" -0.00368524954709434
"2582" "STANDING" 2 "tbodyaccjerk-mean-z" -0.00837158846722222
"2583" "STANDING" 3 "tbodyaccjerk-mean-z" -0.00807177934114754
"2584" "STANDING" 4 "tbodyaccjerk-mean-z" -0.0211889890567857
"2585" "STANDING" 5 "tbodyaccjerk-mean-z" -0.0122812220569643
"2586" "STANDING" 6 "tbodyaccjerk-mean-z" -0.00481712245438596
"2587" "STANDING" 7 "tbodyaccjerk-mean-z" -0.0108420294035849
"2588" "STANDING" 8 "tbodyaccjerk-mean-z" 0.00322153267648148
"2589" "STANDING" 9 "tbodyaccjerk-mean-z" -0.004700785502
"2590" "STANDING" 10 "tbodyaccjerk-mean-z" -0.00485841031477273
"2591" "STANDING" 11 "tbodyaccjerk-mean-z" -0.00074591623212766
"2592" "STANDING" 12 "tbodyaccjerk-mean-z" -0.00788131384131148
"2593" "STANDING" 13 "tbodyaccjerk-mean-z" -0.000704979340543859
"2594" "STANDING" 14 "tbodyaccjerk-mean-z" -0.00720777760485
"2595" "STANDING" 15 "tbodyaccjerk-mean-z" -0.00658737093471698
"2596" "STANDING" 16 "tbodyaccjerk-mean-z" -0.00476310557910256
"2597" "STANDING" 17 "tbodyaccjerk-mean-z" -0.00403599594166667
"2598" "STANDING" 18 "tbodyaccjerk-mean-z" -0.00181640480191781
"2599" "STANDING" 19 "tbodyaccjerk-mean-z" 0.00129216333878082
"2600" "STANDING" 20 "tbodyaccjerk-mean-z" -0.00613681937487671
"2601" "STANDING" 21 "tbodyaccjerk-mean-z" -0.00332093673865168
"2602" "STANDING" 22 "tbodyaccjerk-mean-z" -0.00626291653857143
"2603" "STANDING" 23 "tbodyaccjerk-mean-z" -0.00529260911370588
"2604" "STANDING" 24 "tbodyaccjerk-mean-z" -0.00358774904913043
"2605" "STANDING" 25 "tbodyaccjerk-mean-z" -0.00622808791433784
"2606" "STANDING" 26 "tbodyaccjerk-mean-z" -0.00219497782824324
"2607" "STANDING" 27 "tbodyaccjerk-mean-z" -0.00137950299425
"2608" "STANDING" 28 "tbodyaccjerk-mean-z" -0.00267810077607595
"2609" "STANDING" 29 "tbodyaccjerk-mean-z" 0.000332894985246154
"2610" "STANDING" 30 "tbodyaccjerk-mean-z" 0.00190841458130508
"2611" "WALKING" 1 "tbodyaccjerk-mean-z" -0.00416840617789474
"2612" "WALKING" 2 "tbodyaccjerk-mean-z" 0.00789533706610169
"2613" "WALKING" 3 "tbodyaccjerk-mean-z" -0.00562264594827586
"2614" "WALKING" 4 "tbodyaccjerk-mean-z" -0.000767679338333334
"2615" "WALKING" 5 "tbodyaccjerk-mean-z" 8.32159351785732e-05
"2616" "WALKING" 6 "tbodyaccjerk-mean-z" -0.00738931200701754
"2617" "WALKING" 7 "tbodyaccjerk-mean-z" -0.0210398551649123
"2618" "WALKING" 8 "tbodyaccjerk-mean-z" -0.000673798876875
"2619" "WALKING" 9 "tbodyaccjerk-mean-z" 0.00414762740192308
"2620" "WALKING" 10 "tbodyaccjerk-mean-z" -0.0162953195396226
"2621" "WALKING" 11 "tbodyaccjerk-mean-z" -0.013364827779661
"2622" "WALKING" 12 "tbodyaccjerk-mean-z" 0.005025870328
"2623" "WALKING" 13 "tbodyaccjerk-mean-z" 0.00597249011754386
"2624" "WALKING" 14 "tbodyaccjerk-mean-z" 0.0199723036949153
"2625" "WALKING" 15 "tbodyaccjerk-mean-z" 0.000658706162574074
"2626" "WALKING" 16 "tbodyaccjerk-mean-z" 0.00360803282352941
"2627" "WALKING" 17 "tbodyaccjerk-mean-z" 0.0243753334442623
"2628" "WALKING" 18 "tbodyaccjerk-mean-z" 0.010685091
"2629" "WALKING" 19 "tbodyaccjerk-mean-z" -0.0327528722288462
"2630" "WALKING" 20 "tbodyaccjerk-mean-z" 0.00634457223529412
"2631" "WALKING" 21 "tbodyaccjerk-mean-z" -0.0101813421307692
"2632" "WALKING" 22 "tbodyaccjerk-mean-z" 0.00443691445434783
"2633" "WALKING" 23 "tbodyaccjerk-mean-z" -0.00190810641525424
"2634" "WALKING" 24 "tbodyaccjerk-mean-z" -0.0116401387758621
"2635" "WALKING" 25 "tbodyaccjerk-mean-z" -0.00335098680675676
"2636" "WALKING" 26 "tbodyaccjerk-mean-z" -0.00618305784355932
"2637" "WALKING" 27 "tbodyaccjerk-mean-z" -0.020752327245614
"2638" "WALKING" 28 "tbodyaccjerk-mean-z" -0.00762915201666667
"2639" "WALKING" 29 "tbodyaccjerk-mean-z" 0.00941547304716981
"2640" "WALKING" 30 "tbodyaccjerk-mean-z" -0.00739534236
"2641" "WALKING_DOWNSTAIRS" 1 "tbodyaccjerk-mean-z" -0.0109719730183673
"2642" "WALKING_DOWNSTAIRS" 2 "tbodyaccjerk-mean-z" -0.0209351677765957
"2643" "WALKING_DOWNSTAIRS" 3 "tbodyaccjerk-mean-z" -0.00202727978142857
"2644" "WALKING_DOWNSTAIRS" 4 "tbodyaccjerk-mean-z" -0.00729137766444444
"2645" "WALKING_DOWNSTAIRS" 5 "tbodyaccjerk-mean-z" 0.0213397664446809
"2646" "WALKING_DOWNSTAIRS" 6 "tbodyaccjerk-mean-z" -0.00932470617291667
"2647" "WALKING_DOWNSTAIRS" 7 "tbodyaccjerk-mean-z" -0.0160390392510638
"2648" "WALKING_DOWNSTAIRS" 8 "tbodyaccjerk-mean-z" -0.0394356157631579
"2649" "WALKING_DOWNSTAIRS" 9 "tbodyaccjerk-mean-z" 0.00262568854761905
"2650" "WALKING_DOWNSTAIRS" 10 "tbodyaccjerk-mean-z" 0.000152617173684209
"2651" "WALKING_DOWNSTAIRS" 11 "tbodyaccjerk-mean-z" -0.0225208905847826
"2652" "WALKING_DOWNSTAIRS" 12 "tbodyaccjerk-mean-z" 0.00485262425869565
"2653" "WALKING_DOWNSTAIRS" 13 "tbodyaccjerk-mean-z" -0.0252977670276596
"2654" "WALKING_DOWNSTAIRS" 14 "tbodyaccjerk-mean-z" 0.0104952601188889
"2655" "WALKING_DOWNSTAIRS" 15 "tbodyaccjerk-mean-z" -0.0100212901547619
"2656" "WALKING_DOWNSTAIRS" 16 "tbodyaccjerk-mean-z" -0.029312256293617
"2657" "WALKING_DOWNSTAIRS" 17 "tbodyaccjerk-mean-z" -0.00939838078195652
"2658" "WALKING_DOWNSTAIRS" 18 "tbodyaccjerk-mean-z" -0.01417699182
"2659" "WALKING_DOWNSTAIRS" 19 "tbodyaccjerk-mean-z" -0.00955202497435897
"2660" "WALKING_DOWNSTAIRS" 20 "tbodyaccjerk-mean-z" -0.00253482149777778
"2661" "WALKING_DOWNSTAIRS" 21 "tbodyaccjerk-mean-z" -0.0125551085533333
"2662" "WALKING_DOWNSTAIRS" 22 "tbodyaccjerk-mean-z" 0.0112499015
"2663" "WALKING_DOWNSTAIRS" 23 "tbodyaccjerk-mean-z" -0.000982717101851849
"2664" "WALKING_DOWNSTAIRS" 24 "tbodyaccjerk-mean-z" -0.00846915857363636
"2665" "WALKING_DOWNSTAIRS" 25 "tbodyaccjerk-mean-z" -0.0113348791672414
"2666" "WALKING_DOWNSTAIRS" 26 "tbodyaccjerk-mean-z" -0.01189114264
"2667" "WALKING_DOWNSTAIRS" 27 "tbodyaccjerk-mean-z" -0.00985034750909091
"2668" "WALKING_DOWNSTAIRS" 28 "tbodyaccjerk-mean-z" 0.00123950141304348
"2669" "WALKING_DOWNSTAIRS" 29 "tbodyaccjerk-mean-z" -0.0140642983104167
"2670" "WALKING_DOWNSTAIRS" 30 "tbodyaccjerk-mean-z" -0.0118301423032258
"2671" "WALKING_UPSTAIRS" 1 "tbodyaccjerk-mean-z" -0.0455625449113208
"2672" "WALKING_UPSTAIRS" 2 "tbodyaccjerk-mean-z" 0.01948143925
"2673" "WALKING_UPSTAIRS" 3 "tbodyaccjerk-mean-z" 0.0208205538101695
"2674" "WALKING_UPSTAIRS" 4 "tbodyaccjerk-mean-z" 0.00340280836730769
"2675" "WALKING_UPSTAIRS" 5 "tbodyaccjerk-mean-z" -0.025590953282766
"2676" "WALKING_UPSTAIRS" 6 "tbodyaccjerk-mean-z" -0.00237816579411765
"2677" "WALKING_UPSTAIRS" 7 "tbodyaccjerk-mean-z" -7.4519666666666e-05
"2678" "WALKING_UPSTAIRS" 8 "tbodyaccjerk-mean-z" -0.0674583919268293
"2679" "WALKING_UPSTAIRS" 9 "tbodyaccjerk-mean-z" 0.00766046602367347
"2680" "WALKING_UPSTAIRS" 10 "tbodyaccjerk-mean-z" -0.0513375831851064
"2681" "WALKING_UPSTAIRS" 11 "tbodyaccjerk-mean-z" -0.0151463896833333
"2682" "WALKING_UPSTAIRS" 12 "tbodyaccjerk-mean-z" 0.00906662793461539
"2683" "WALKING_UPSTAIRS" 13 "tbodyaccjerk-mean-z" -0.0254126299290909
"2684" "WALKING_UPSTAIRS" 14 "tbodyaccjerk-mean-z" 0.00344199486481481
"2685" "WALKING_UPSTAIRS" 15 "tbodyaccjerk-mean-z" -0.00525879898958333
"2686" "WALKING_UPSTAIRS" 16 "tbodyaccjerk-mean-z" 0.0380533591627451
"2687" "WALKING_UPSTAIRS" 17 "tbodyaccjerk-mean-z" 0.00759533846458334
"2688" "WALKING_UPSTAIRS" 18 "tbodyaccjerk-mean-z" 0.0093589662862069
"2689" "WALKING_UPSTAIRS" 19 "tbodyaccjerk-mean-z" 0.0316681980575
"2690" "WALKING_UPSTAIRS" 20 "tbodyaccjerk-mean-z" -0.024542099304902
"2691" "WALKING_UPSTAIRS" 21 "tbodyaccjerk-mean-z" -0.0360115472978723
"2692" "WALKING_UPSTAIRS" 22 "tbodyaccjerk-mean-z" -0.033616970907381
"2693" "WALKING_UPSTAIRS" 23 "tbodyaccjerk-mean-z" 0.0159234167843137
"2694" "WALKING_UPSTAIRS" 24 "tbodyaccjerk-mean-z" -0.0132353651798305
"2695" "WALKING_UPSTAIRS" 25 "tbodyaccjerk-mean-z" -0.0116906813498462
"2696" "WALKING_UPSTAIRS" 26 "tbodyaccjerk-mean-z" -0.0117089275472727
"2697" "WALKING_UPSTAIRS" 27 "tbodyaccjerk-mean-z" 0.0067467910745098
"2698" "WALKING_UPSTAIRS" 28 "tbodyaccjerk-mean-z" 0.00749081657058823
"2699" "WALKING_UPSTAIRS" 29 "tbodyaccjerk-mean-z" -0.0290713871612245
"2700" "WALKING_UPSTAIRS" 30 "tbodyaccjerk-mean-z" 0.0161506198923077
"2701" "LAYING" 1 "tbodyaccjerk-std-x" -0.958482112
"2702" "LAYING" 2 "tbodyaccjerk-std-x" -0.98587216875
"2703" "LAYING" 3 "tbodyaccjerk-std-x" -0.98087931483871
"2704" "LAYING" 4 "tbodyaccjerk-std-x" -0.978302781111111
"2705" "LAYING" 5 "tbodyaccjerk-std-x" -0.983307862115385
"2706" "LAYING" 6 "tbodyaccjerk-std-x" -0.966341054736842
"2707" "LAYING" 7 "tbodyaccjerk-std-x" -0.980977756153846
"2708" "LAYING" 8 "tbodyaccjerk-std-x" -0.973253042222222
"2709" "LAYING" 9 "tbodyaccjerk-std-x" -0.9647404702
"2710" "LAYING" 10 "tbodyaccjerk-std-x" -0.978007466724138
"2711" "LAYING" 11 "tbodyaccjerk-std-x" -0.985259108596491
"2712" "LAYING" 12 "tbodyaccjerk-std-x" -0.969276283333333
"2713" "LAYING" 13 "tbodyaccjerk-std-x" -0.98541995
"2714" "LAYING" 14 "tbodyaccjerk-std-x" -0.971473557058824
"2715" "LAYING" 15 "tbodyaccjerk-std-x" -0.981739386805556
"2716" "LAYING" 16 "tbodyaccjerk-std-x" -0.988416723857143
"2717" "LAYING" 17 "tbodyaccjerk-std-x" -0.981489017183099
"2718" "LAYING" 18 "tbodyaccjerk-std-x" -0.985921071076923
"2719" "LAYING" 19 "tbodyaccjerk-std-x" -0.983605223493976
"2720" "LAYING" 20 "tbodyaccjerk-std-x" -0.984270728235294
"2721" "LAYING" 21 "tbodyaccjerk-std-x" -0.984826520888889
"2722" "LAYING" 22 "tbodyaccjerk-std-x" -0.970355191527778
"2723" "LAYING" 23 "tbodyaccjerk-std-x" -0.986360446805556
"2724" "LAYING" 24 "tbodyaccjerk-std-x" -0.98636543375
"2725" "LAYING" 25 "tbodyaccjerk-std-x" -0.973323412328767
"2726" "LAYING" 26 "tbodyaccjerk-std-x" -0.989315824868421
"2727" "LAYING" 27 "tbodyaccjerk-std-x" -0.986471899324324
"2728" "LAYING" 28 "tbodyaccjerk-std-x" -0.9801647165
"2729" "LAYING" 29 "tbodyaccjerk-std-x" -0.99200598942029
"2730" "LAYING" 30 "tbodyaccjerk-std-x" -0.977463775571429
"2731" "SITTING" 1 "tbodyaccjerk-std-x" -0.986430711276596
"2732" "SITTING" 2 "tbodyaccjerk-std-x" -0.988055854130435
"2733" "SITTING" 3 "tbodyaccjerk-std-x" -0.974467390384615
"2734" "SITTING" 4 "tbodyaccjerk-std-x" -0.9767421962
"2735" "SITTING" 5 "tbodyaccjerk-std-x" -0.975204850227273
"2736" "SITTING" 6 "tbodyaccjerk-std-x" -0.969929476363636
"2737" "SITTING" 7 "tbodyaccjerk-std-x" -0.982158098125
"2738" "SITTING" 8 "tbodyaccjerk-std-x" -0.985188753695652
"2739" "SITTING" 9 "tbodyaccjerk-std-x" -0.9645358564
"2740" "SITTING" 10 "tbodyaccjerk-std-x" -0.988946414074074
"2741" "SITTING" 11 "tbodyaccjerk-std-x" -0.980335163584906
"2742" "SITTING" 12 "tbodyaccjerk-std-x" -0.976494200784314
"2743" "SITTING" 13 "tbodyaccjerk-std-x" -0.992827264081633
"2744" "SITTING" 14 "tbodyaccjerk-std-x" -0.980890655185185
"2745" "SITTING" 15 "tbodyaccjerk-std-x" -0.988162333898305
"2746" "SITTING" 16 "tbodyaccjerk-std-x" -0.990861134782609
"2747" "SITTING" 17 "tbodyaccjerk-std-x" -0.99434060296875
"2748" "SITTING" 18 "tbodyaccjerk-std-x" -0.991624662105263
"2749" "SITTING" 19 "tbodyaccjerk-std-x" -0.987043285479452
"2750" "SITTING" 20 "tbodyaccjerk-std-x" -0.982078229242424
"2751" "SITTING" 21 "tbodyaccjerk-std-x" -0.989439392235294
"2752" "SITTING" 22 "tbodyaccjerk-std-x" -0.981664149193548
"2753" "SITTING" 23 "tbodyaccjerk-std-x" -0.984561803823529
"2754" "SITTING" 24 "tbodyaccjerk-std-x" -0.988564382205882
"2755" "SITTING" 25 "tbodyaccjerk-std-x" -0.992278621692308
"2756" "SITTING" 26 "tbodyaccjerk-std-x" -0.99225839525641
"2757" "SITTING" 27 "tbodyaccjerk-std-x" -0.990658097857143
"2758" "SITTING" 28 "tbodyaccjerk-std-x" -0.976286679444444
"2759" "SITTING" 29 "tbodyaccjerk-std-x" -0.993525560333333
"2760" "SITTING" 30 "tbodyaccjerk-std-x" -0.988864577419355
"2761" "STANDING" 1 "tbodyaccjerk-std-x" -0.994604542264151
